geo_name,geo_sumlevel,geo_id,income_2013,income_2014,income_2015,income_2016,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Forest Ranch, CA","place",16000US0624918,41117,41649,48255,,301800,296000,343300,330900
"Forestville, CA","place",16000US0624960,49477,55740,53112,54803,411000,407200,406100,433200
"Fort Bidwell, CA","place",16000US0625030,22841,23333,25500,22262,136100,154200,162500,166100
"Fort Bragg, CA","place",16000US0625058,36641,34057,33867,37250,303400,299700,290800,294900
"Fort Dick, CA","county",16000US0625086,,,57212,55430,,,277600,290600
"Fort Irwin, CA","place",16000US0625114,49778,49928,50136,49279,,,,
"Fort Jones, CA","place",16000US0625128,34063,39500,36136,36339,160100,154300,156900,157000
"Fortuna, CA","place",16000US0625296,41026,42450,44077,44904,269600,258900,252900,244000
"Fort Washington, CA","place",16000US0625300,92614,92566,67221,,448500,457100,610200,584000
"Foster City, CA","place",16000US0625338,114260,114651,123039,129733,847400,850800,897200,949900
"Fountain Valley, CA","place",16000US0625380,80870,82532,82367,84763,604100,605000,614100,626600
"Fowler, CA","place",16000US0625436,49663,47731,44539,47572,211900,218600,204500,201000
"Franklin, CA","place",16000US0625488,41442,34671,40160,43741,109200,114900,124900,145700
"Franklin, Sacremento County, CA","place",16000US0625506,,24531,24135,24323,,22200,,314600
"Frazier Park, CA","place",16000US0625534,54070,43077,36156,31171,201300,171700,165200,152000
"Freedom, CA","place",16000US0625576,55625,51492,46333,46650,396900,379700,414200,420600
"Freeport, CA","place",16000US0625590,36875,46250,,30966,,235000,,
"Fremont, CA","place",16000US0626000,101535,103591,105355,111613,600300,614500,648800,702800
"French Camp, CA","place",16000US0626028,42768,35833,35313,32383,119800,116800,161700,165000
"French Gulch, CA","place",16000US0626056,29875,28750,28047,32344,153800,71800,66900,73300
"French Valley, CA","place",16000US0626067,85055,88699,91046,96754,271500,291100,325700,348400
"Fresno, CA","place",16000US0627000,42015,41455,41531,41842,180100,175600,177500,187500
"Friant, CA","place",16000US0627014,22870,18884,21375,,142500,182000,151400,128100
"Fruitdale, CA","place",16000US0627080,71944,73250,77583,77969,629700,620700,634400,678200
"Fruitridge Pocket, CA","place",16000US0627130,26607,32853,27536,24938,117100,106800,119300,151600
"Fuller Acres, CA","place",16000US0627190,34063,33750,33365,32763,61300,63900,,142500
"Fullerton, CA","place",16000US0628000,67384,65909,65974,67110,478900,492800,522500,551300
"Fulton, CA","place",16000US0628014,37344,65750,,,421900,408700,450000,498100
"Furnace Creek, CA","place",16000US0628021,35938,33000,32250,29279,26500,25200,,
"Galt, CA","place",16000US0628112,57100,59375,63065,63681,191600,195900,214100,239000
"Garberville, CA","place",16000US0628154,28632,29694,33239,28750,233300,268100,293000,340500
"Gardena, CA","place",16000US0628168,48251,47856,47674,50137,341400,341900,354900,372500
"Garden Acres, CA","place",16000US0628182,40739,38940,39375,40196,103300,91300,101000,108600
"Garden Farms, CA","place",16000US0628210,108462,102344,76488,,481800,493800,379800,463300
"Garden Grove, CA","place",16000US0629000,59648,59360,58449,60522,393900,406800,421700,445700
"Garey, CA","place",16000US0629070,89821,62500,,,455600,500000,541700,708300
"Garnet, CA","place",16000US0629112,38695,37910,37134,37227,103700,96100,103400,111200
"Gasquet, CA","place",16000US0629154,29038,35547,36442,33250,137500,112500,163500,162500
"Gazelle, CA","place",16000US0629252,19632,21071,30556,31389,169300,158300,112500,122500
"Georgetown, CA","place",16000US0629350,41754,46136,44241,42946,267100,243800,246700,252000
"Gerber, CA","place",16000US0629392,34653,31781,47917,31522,122700,106000,111400,112300
"Geyserville, CA","place",16000US0629420,49525,49271,50962,56250,322600,360600,464300,469400
"Gilroy, CA","place",16000US0629504,78360,81056,83027,84351,433600,458500,478500,528700
"Glendale, CA","place",16000US0630000,53020,52451,52574,56069,587800,598600,619200,639700
"Glendora, CA","place",16000US0630014,74615,74169,75148,78448,448600,454200,461900,481800
"Glen Ellen, CA","place",16000US0630028,45023,48750,56188,64301,590900,601900,588200,646500
"Golden Hills, CA","place",16000US0630282,59353,64425,64243,61361,204400,197100,206600,211900
"Gold Mountain, CA","place",16000US0630339,,,,,,,,
"Gold River, CA","place",16000US0630345,108673,102500,107721,108448,379500,381800,392000,421000
"Goleta, CA","place",16000US0630378,73691,75766,80438,81398,613200,616500,634100,650200
"Gonzales, CA","place",16000US0630392,50168,51178,48865,52940,203700,201100,218600,253700
"Good Hope, CA","place",16000US0630410,32490,34801,35688,41738,141000,155300,160900,169300
"Goodyears Bar, CA","place",16000US0630420,,,,,,,,
"Goshen, CA","place",16000US0630476,41583,38162,35972,39360,110000,107500,113700,134100
"Graeagle, CA","place",16000US0630560,42688,54688,63261,62232,303200,247100,314900,304200
"Grand Terrace, CA","place",16000US0630658,64129,64140,63871,64188,232300,236500,237300,249700
"Grangeville, CA","place",16000US0630686,52067,50450,75313,88571,192800,185100,195300,277200
"Granite Bay, CA","place",16000US0630693,127149,118063,112718,119701,610700,608500,623800,657400
"Granite Hills, CA","place",16000US0630703,94625,111684,110787,116146,507600,477900,511400,563500
"Graniteville, CA","place",16000US0630714,,,,,,,,
"Grass Valley, CA","place",16000US0630798,36203,33325,33700,35524,266400,246800,243000,254400
"Graton, CA","place",16000US0630812,44853,37927,55227,38300,413400,447000,452400,474100
"Grayson, CA","place",16000US0630882,37899,28068,27188,29787,125900,114000,100000,
"Greeley Hill, CA","place",16000US0630900,27898,30766,32500,57716,232100,242900,268200,278200
"Greenacres, CA","place",16000US0630938,62411,64052,57780,62043,165700,163700,170800,191300
"Green Acres, CA","place",16000US0630944,53750,55417,40583,49613,126500,103700,117100,141300
"Greenfield, Kern County, CA","place",16000US0630987,47759,51410,45393,46206,152700,112900,93000,97100
"Greenfield, CA","place",16000US0630994,53805,52374,49263,46506,166300,174200,208800,230300
"Greenhorn, CA","place",16000US0631029,55184,58023,50855,50987,165600,172100,172500,190000
"Green Valley, Los-Angeles County, CA","place",16000US0631092,83359,93313,78792,71875,228100,205700,250000,213200
"Green Valley, CA","place",16000US0631099,130224,77946,66750,66710,587500,576400,614500,659400
"Greenview, CA","place",16000US0631134,14315,14193,30326,,125900,127900,91300,112500
"Greenville, CA","place",16000US0631162,30129,30766,26481,30556,161400,143200,118200,124400
"Grenada, CA","place",16000US0631246,24943,30750,41806,29773,166400,145400,137200,137500
"Gridley, CA","place",16000US0631260,40682,42542,35455,39583,164800,154100,154700,158000
"Grimes, CA","place",16000US0631288,29750,40947,41094,41857,114600,104500,109200,
"Grizzly Flats, CA","place",16000US0631302,50000,56250,49415,44390,174200,186800,207800,166900
"Groveland, CA","place",16000US0631372,33229,31932,,20179,162500,184600,221900,
"Grover Beach, CA","place",16000US0631393,47207,49418,54228,58895,388300,387400,399500,430200
"Guadalupe, CA","place",16000US0631414,47923,45456,43710,41907,190300,195900,203100,210900
"Guerneville, CA","place",16000US0631470,38113,42712,44127,46912,343400,341900,364300,363200
"Guinda, CA","place",16000US0631540,62159,77596,,,351800,357600,334400,317100
"Gustine, CA","place",16000US0631568,33947,38173,38125,37770,103600,116400,136900,151900
"Hacienda Heights, CA","place",16000US0631596,76839,76435,78039,79265,458800,467800,489800,517900
"Half Moon Bay, CA","place",16000US0631708,99715,103239,103255,106211,699600,696500,710300,774000
"Hamilton Branch, CA","place",16000US0631883,62422,60268,53250,58529,295700,323200,303000,271100
"Hamilton City, CA","place",16000US0631890,30875,32774,33257,38125,176500,173200,156500,157200
"Hanford, CA","place",16000US0631960,52614,53543,53986,51231,178800,171600,174600,174300
"Happy Camp, CA","place",16000US0632030,27024,25625,24861,23667,115300,106700,118300,119100
"Harbison Canyon, CA","place",16000US0632044,79893,81913,79167,84181,340400,341900,340500,371200
"Hardwick, CA","place",16000US0632156,19659,18250,,,167500,152500,94000,115000
"Hartland, CA","place",16000US0632324,,,,,,,,
"Hartley, CA","place",16000US0632340,95132,97100,94375,89235,431700,441300,447800,465400
"Hasley Canyon, CA","place",16000US0632385,94567,100972,113533,107708,585900,625000,726100,755700
"Hat Creek, CA","place",16000US0632408,48816,36027,36042,43906,326100,371400,,215800
"Hawaiian Gardens, CA","place",16000US0632506,42017,39073,37571,36026,243800,242000,254200,288200
"Hawthorne, CA","place",16000US0632548,44649,44384,44504,45089,386500,387300,404900,419600
"Hayfork, CA","place",16000US0632562,34063,28287,23819,24844,240400,245900,271400,269000
"Hayward, CA","place",16000US0633000,62013,62691,65096,68138,321500,339700,364600,404500
"Healdsburg, CA","place",16000US0633056,56969,58176,65638,69709,473300,488900,549700,596700
"Heber, CA","place",16000US0633084,47578,35153,37156,42647,120200,123900,141400,152800
"Hemet, CA","place",16000US0633182,32774,33932,33989,35609,114200,117000,124800,139400
"Herald, CA","place",16000US0633294,86029,92045,111058,122361,299300,325200,352400,396800
"Hercules, CA","place",16000US0633308,96750,100267,101018,103044,365900,372900,395800,422200
"Herlong, CA","place",16000US0633336,50625,50781,48214,49250,,,,
"Hermosa Beach, CA","place",16000US0633364,101655,105029,111187,121345,1000000,1000000,1086200,1166800
"Hesperia, CA","place",16000US0633434,44158,44472,44874,46446,146200,148700,158700,172800
"Hickman, CA","place",16000US0633504,56607,48000,54375,49583,162500,154400,162000,157400
"Hidden Hills, CA","place",16000US0633518,234375,245694,241667,211250,1000000,1000000,2000000,2000000
"Hidden Meadows, CA","place",16000US0633532,95625,61234,81417,90536,520500,483800,532500,528100
"Hidden Valley Lake, CA","place",16000US0633549,63281,65706,66682,66411,195300,189700,194000,229800
"Highgrove, CA","place",16000US0633574,42138,41087,43021,45948,247400,221900,236500,251600
"Highland, CA","place",16000US0633588,54433,53385,53851,53504,250700,250700,250800,269000
"Highlands-Baywood Park, CA","place",16000US0633633,131765,135345,145921,162552,1000000,1000000,1115000,1184000
"Hillsborough, CA","place",16000US0633798,236528,250001,229097,216292,1000000,1000000,2000000,2000000
"Hilmar-Irwin, CA","place",16000US0633861,51506,52775,54878,54302,185400,179700,195600,204500
"Hiouchi, CA","place",16000US0633935,33750,46083,45750,95313,153600,52400,,
"Hollister, CA","place",16000US0634120,62412,66045,69157,71948,284300,300700,320400,365900
"Holtville, CA","place",16000US0634246,32628,29628,24974,28115,130200,136600,126700,150900
"Home Garden, CA","place",16000US0634281,38214,32976,32411,33125,111600,96000,100400,102600
"Home Gardens, CA","place",16000US0634302,56135,52704,53480,52438,207000,207400,227900,249900
"Homeland, CA","place",16000US0634316,38526,36516,33457,35906,90200,81800,77600,77800
"Homestead Valley, CA","place",16000US0634392,29940,30527,29682,30575,64500,65300,79600,84800
"Homewood Canyon, CA","place",16000US0634405,,,,,,,,
"Honcut, CA","place",16000US0634428,50603,70064,,,,156700,169800,170400
"Hood, CA","place",16000US0634484,75870,75556,76429,69375,217500,238900,320400,354000
"Hoopa, CA","county",16000US0634540,,,29483,25104,,,120000,115800
"Hopland, CA","place",16000US0634652,41250,38750,40227,38409,375000,290900,328000,300000
"Hornbrook, CA","place",16000US0634694,35673,27083,30893,21736,90000,98300,102800,125000
"Hornitos, CA","place",16000US0634708,,,,,,,,
"Hughson, CA","place",16000US0634904,49209,50109,52036,54352,195000,195500,219200,256300
"Humboldt Hill, CA","place",16000US0634928,47736,48134,48704,55076,257700,244500,228200,231300
"Huntington Beach, CA","place",16000US0636000,81389,82554,83252,85312,624400,628600,642900,659700
"Huntington Park, CA","place",16000US0636056,36397,34777,34887,35629,294000,287900,298500,322300
"Huron, CA","place",16000US0636084,22684,28896,27049,25321,120400,118800,122900,119100
"Hyampom, CA","place",16000US0636098,27031,29952,,,315400,362500,375000,
"Hydesville, CA","place",16000US0636126,58625,56216,58304,63750,338400,319200,342900,374400
"Idlewild, CA","place",16000US0636168,,,,,,,,
"Idyllwild-Pine Cove, CA","place",16000US0636203,58403,60500,61162,57750,265000,254300,249100,252200
"Imperial, CA","place",16000US0636280,66552,73683,80082,85503,175100,177400,183900,194200
"Imperial Beach, CA","place",16000US0636294,49268,48117,46659,48010,340900,342600,356500,380900
"Independence, CA","place",16000US0636350,53125,50625,48529,58750,183700,176500,174700,175500
"Indian Falls, CA","place",16000US0636364,,,20542,,,,,
"Indianola, CA","place",16000US0636420,41818,40769,36875,41000,222700,212500,,
"Indian Wells, CA","place",16000US0636434,83884,85000,93625,96961,604600,630200,637200,667000
"Indio, CA","place",16000US0636448,50068,47922,50525,49551,192600,196400,212300,230300
"Indio Hills, CA","place",16000US0636452,43523,37386,44006,43114,191100,191400,192900,187100
"Industry, CA","place",16000US0636490,49329,51951,51835,71875,366700,337500,422200,410000
"Inglewood, CA","place",16000US0636546,43394,42249,42044,44377,328200,325000,335000,355300
"Interlaken, CA","place",16000US0636613,73158,70541,64938,63409,330400,342100,357800,397600
"Inverness, CA","place",16000US0636616,54028,51850,52135,57404,927600,872200,718800,802600
"Inyokern, CA","place",16000US0636658,50250,51172,67994,56821,125000,139200,166300,169200
"Ione, CA","place",16000US0636672,53426,50617,50231,57423,228700,215700,227100,243100
"Iron Horse, CA","place",16000US0636735,61031,97829,69464,71397,225000,338000,,
"Irvine, CA","place",16000US0636770,90585,91999,92278,93823,643200,662200,688200,718800
"Irwindale, CA","place",16000US0636826,63250,56625,50341,55000,329100,346900,351900,351100
"Isla Vista, CA","place",16000US0636868,22332,19237,20550,22304,391900,361500,381300,428100
"Isleton, CA","place",16000US0636882,28750,30900,34833,37663,219600,157500,189600,225800
"Ivanhoe, CA","place",16000US0636910,29688,32783,29063,31611,105300,109000,105300,109500
"Jackson, CA","place",16000US0636980,42959,41745,43689,42344,248100,223500,219300,238100
"Jacumba, CA","place",16000US0637022,152896,,26034,26038,257900,,126200,126400
"Jamestown, CA","place",16000US0637106,29123,38488,35268,36923,161500,161000,158200,167100
"Jamul, CA","place",16000US0637120,100804,109492,111055,110290,562100,568400,583600,570400
"Janesville, CA","place",16000US0637134,72865,73617,73611,72361,253900,257700,254000,259100
"Jenner, CA","place",16000US0637274,68875,83750,82250,,363900,366700,362500,373800
"Johannesburg, CA","place",16000US0637400,,13906,,,,46900,,
"Johnstonville, CA","place",16000US0637484,56397,67708,70197,71953,228800,221100,224700,213300
"Johnsville, CA","place",16000US0637512,,,,,,,,
"Joshua Tree, CA","place",16000US0637554,40326,38297,36870,34970,118600,117100,119100,117600
"Julian, CA","place",16000US0637582,76106,77050,68929,59760,331800,312400,320100,344800
"Junction City, CA","place",16000US0637596,43583,37917,43500,49830,194200,225000,270000,286000
"June Lake, CA","place",16000US0637624,39760,50595,51434,50298,,,,235300
"Jurupa Valley, CA","place",16000US0637692,55429,55898,57749,58849,218800,223400,243900,270700
"Keddie, CA","place",16000US0637904,82333,83594,83750,83750,,333300,,
"Keeler, CA","place",16000US0637918,28472,13824,,,105300,102900,,48800
"Keene, CA","place",16000US0637946,71042,65474,65893,55000,255500,198400,200000,194500
"Kelly Ridge, CA","place",16000US0638024,39130,38645,38253,40292,151300,166000,156000,157000
"Kelseyville, CA","place",16000US0638044,36702,37606,36713,33594,155500,156800,163800,159900
"Kennedy, CA","place",16000US0638065,38428,37675,38088,37674,106300,79500,76400,76800
"Kennedy Meadows, CA","place",16000US0638076,,14408,,,,323700,,
"Kensington, CA","place",16000US0638086,133036,136625,146378,140690,749500,736000,769600,805200
"Kentfield, CA","place",16000US0638114,158693,175573,167708,176736,1000000,1000000,1633300,1685800
